hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews,country_std,star_clean,revenue_missing,revenue_was_missing,margin_was_missing,is_large_hotel,is_small_hotel,log_rooms,log_employees,log_annual_revenue,hotel_age,years_since_renovation,revenue_per_room,employees_per_room,size_category
HTL_0785,Hotel_Paris_785,FRANCE,Paris,4,Business,,111,123.0,1998.0,2008.0,0.797,224.82,179.1,7256.4,0.33,8.5,3.8,235,France,4,False,0,0,0,0,4.709530201312334,4.812184355372417,8.889639117067167,26.0,16.0,65.37297297297297,1.1081081081081081,Large
HTL_0307,Hotel_The Hague_307,Netherlands,The Hague,three,Chain - International,Hilton,148,122.0,2007.0,2022.0,0.616,170.08,104.74,5657.8,0.131,8.7,4.0,706,Netherlands,3,False,0,0,0,0,4.997212273764115,4.804021044733257,8.640790403057181,17.0,2.0,38.22837837837838,0.8243243243243243,Large
HTL_0478,Hotel_Milan_478,Italy,Milan,4 star,Boutique,,35,40.0,2022.0,,0.722,215.22,155.43,1985.6,0.22,8.4,3.7,82,Italy,4,False,0,0,0,0,3.5553480614894135,3.6888794541139363,7.593676414450343,2.0,,56.731428571428566,1.1428571428571428,Medium
HTL_0061,Hotel_Madeira_61,PORTUGAL,Madeira,2,Resort,,719,597.0,1999.0,2007.0,0.616,80.32,49.47,8722.2,0.141,6.6,3.3,540,Portugal,2,False,0,0,1,0,6.577861357721047,6.391917113392602,9.073626778660334,25.0,17.0,12.131015299026426,0.8303198887343533,Very Large
HTL_0715,Hotel_Malaga_715,spain,Malaga,2,Boutique,,21,15.0,1984.0,2021.0,0.554,83.03,46.04,352.9,-0.052,5.4,2.7,75,Spain,2,False,0,0,0,1,3.044522437723423,2.70805020110221,5.8661847306812245,40.0,3.0,16.804761904761904,0.7142857142857143,Small
HTL_0545,Hotel_The Hague_545,NL,The Hague,3*,Independent,Hilton,59,57.0,1999.0,2019.0,0.628,168.8,106.06,2284.0,0.114,6.7,3.2,231,Netherlands,3,False,0,0,0,0,4.07753744390572,4.04305126783455,7.7336835707759,25.0,5.0,38.71186440677966,0.9661016949152542,Medium
HTL_0603,Hotel_Thessaloniki_603,Greece,Thessaloniki,3,Boutique,,42,37.0,2001.0,2012.0,0.775,111.92,86.72,1329.5,0.009,8.7,4.0,174,Greece,3,False,0,0,0,0,3.7376696182833684,3.6109179126442243,7.1925582106830745,23.0,12.0,31.654761904761905,0.8809523809523809,Medium
HTL_0248,Hotel_Florence_248,Italia,Florence,3,Boutique,,19,18.0,1978.0,2021.0,0.959,126.57,121.37,841.7,0.132,7.2,3.3,101,Italy,3,False,0,0,0,1,2.9444389791664403,2.8903717578961645,6.73542365621753,46.0,3.0,44.300000000000004,0.9473684210526315,Small
HTL_0457,Hotel_Rotterdam_457,NETHERLANDS,Rotterdam,3,Independent,Marriott,204,194.0,1985.0,2005.0,0.653,167.16,109.14,,0.124,7.9,3.8,839,Netherlands,3,True,1,0,0,0,5.318119993844216,5.267858159063328,,39.0,19.0,,0.9509803921568627,Very Large
HTL_0548,Hotel_Frankfurt_548,Germany,Frankfurt,5,Boutique,,66,72.0,1908.0,2009.0,0.526,292.69,153.86,3706.5,0.186,8.5,3.6,254,Germany,5,False,0,0,0,0,4.189654742026425,4.276666119016055,8.217843314096774,116.0,15.0,56.15909090909091,1.0909090909090908,Medium
HTL_0619,Hotel_Amsterdam_619,NETHERLANDS,Amsterdam,4,Independent,,114,134.0,1991.0,2006.0,0.929,205.61,191.08,7950.8,0.15,8.2,3.3,1053,Netherlands,4,False,0,0,0,0,4.736198448394496,4.897839799950911,8.981027831516444,33.0,18.0,69.74385964912281,1.1754385964912282,Large
HTL_0261,Hotel_Madrid_261,España,Madrid,3,Chain - National,Best Western,68,62.0,2004.0,,0.793,121.12,96.01,2383.0,0.032,6.1,3.1,267,Spain,3,False,0,0,0,0,4.219507705176107,4.127134385045092,7.776115477098742,20.0,,35.044117647058826,0.9117647058823529,Medium
HTL_0211,Hotel_Faro_211,Portugal,Faro,5 star,Independent,,64,72.0,1948.0,,0.892,180.35,160.89,,0.204,9.6,4.4,174,Portugal,5,True,1,0,0,0,4.1588830833596715,4.276666119016055,,76.0,,,1.125,Medium
HTL_D0133,Hotel_Valencia_133,spain,Valencia,4,Chain - International,IHG,60,61.0,1963.0,2012.0,0.744,184.17,137.1,3002.6,-0.075,8.3,3.7,277,Spain,4,False,0,0,0,0,4.0943445622221,4.110873864173311,8.007233858978205,61.0,12.0,50.04333333333333,1.0166666666666666,Medium
HTL_0744,Hotel_Milan_744,IT,Milan,3,Chain - National,Marriott,53,54.0,2014.0,,0.615,154.87,95.28,1843.2,0.027,7.8,3.7,240,Italy,3,False,0,0,0,0,3.970291913552122,3.9889840465642745,7.519258470501572,10.0,,34.77735849056604,1.0188679245283019,Medium
HTL_0091,Hotel_Amsterdam_91,NETHERLANDS,Amsterdam,4,Chain - International,Meliá,76,84.0,1985.0,,0.804,203.66,163.77,4542.9,0.052,7.9,3.8,206,Netherlands,4,False,0,0,0,0,4.330733340286331,4.430816798843313,8.42132085363072,39.0,,59.775,1.105263157894737,Large
HTL_0500,Hotel_Naples_500,ITALY,Naples,4 star,Business,,109,133.0,1979.0,2021.0,0.869,225.52,195.94,7795.5,0.214,8.2,4.4,938,Italy,4,False,0,0,0,0,4.6913478822291435,4.890349128221754,8.961301923116606,45.0,3.0,71.51834862385321,1.2201834862385321,Large
HTL_0182,Hotel_Madeira_182,PT,Madeira,4,Business,,102,102.0,1995.0,2020.0,0.724,156.45,113.32,4218.7,0.225,8.9,4.2,430,Portugal,4,False,0,0,0,0,4.624972813284271,4.624972813284271,8.347282302698755,29.0,4.0,41.35980392156863,1.0,Large
HTL_0423,Hotel_Lyon_423,france,Lyon,three,Resort,Hilton,158,138.0,1987.0,2008.0,0.894,232.17,207.46,11964.4,0.1,4.0,1.8,650,France,3,False,0,0,0,0,5.062595033026967,4.927253685157205,9.389690852825183,37.0,16.0,75.72405063291139,0.8734177215189873,Large
HTL_0378,Hotel_Berlin_378,Germany,Berlin,4,Independent,,65,70.0,1998.0,2007.0,0.573,240.86,138.04,,0.104,6.9,3.4,271,Germany,4,True,1,0,0,0,4.174387269895637,4.248495242049359,,26.0,17.0,,1.0769230769230769,Medium
HTL_0543,Hotel_Lisbon_543,PORTUGAL,Lisbon,4,Resort,,269,345.0,1970.0,,0.764,119.6,91.33,8966.8,0.041,8.4,3.5,2004,Portugal,4,False,0,0,1,0,5.594711379601839,5.84354441703136,9.10128414669974,54.0,,33.33382899628253,1.2825278810408922,Very Large
HTL_0159,Hotel_Naples_159,italy,Naples,2,Boutique,,36,22.0,1870.0,2009.0,0.526,120.16,63.26,831.2,0.016,6.6,3.3,89,Italy,2,False,0,0,0,0,3.58351893845611,3.091042453358316,6.722870439785018,154.0,15.0,23.08888888888889,0.6111111111111112,Medium
HTL_0070,Hotel_Bilbao_70,ES,Bilbao,1,Resort,,86,30.0,2000.0,,0.674,77.34,52.16,1637.3,0.214,6.1,2.8,471,Spain,1,False,0,0,0,0,4.454347296253507,3.4011973816621555,7.400803822645447,24.0,,19.038372093023256,0.3488372093023256,Large
HTL_0295,Hotel_Lyon_295,FR,Lyon,2*,Boutique,,62,39.0,1969.0,2002.0,0.709,132.05,93.56,2117.3,0.25,7.0,3.8,298,France,2,False,0,0,0,0,4.127134385045092,3.6635616461296463,7.6578969710618905,55.0,22.0,34.150000000000006,0.6290322580645161,Medium
HTL_0132,Hotel_Rome_132,Italia,Rome,3 star,Chain - National,Hilton,114,96.0,1998.0,2023.0,0.831,142.34,118.29,4921.9,-0.039,8.0,4.2,323,Italy,3,False,0,0,0,0,4.736198448394496,4.564348191467836,8.501449913800277,26.0,1.0,43.17456140350877,0.8421052631578947,Large
HTL_0045,Hotel_Bordeaux_45,France,Bordeaux,three,Boutique,,39,43.0,2018.0,,0.761,201.78,153.64,2187.0,0.11,7.7,3.3,96,France,3,False,0,0,0,0,3.6635616461296463,3.7612001156935624,7.690286020676768,6.0,,56.07692307692308,1.1025641025641026,Medium
HTL_0071,Hotel_Naples_71,IT,Naples,2,Chain - International,Best Western,55,44.0,2008.0,,0.793,86.6,68.66,1378.3,,,3.8,220,Italy,2,False,0,1,0,0,4.007333185232471,3.784189633918261,7.228606134700393,16.0,,25.06,0.8,Medium
HTL_0245,Hotel_Venice_245,IT,Venice,3,Resort,,201,190.0,2018.0,,0.727,140.76,102.34,7508.5,0.227,8.5,3.9,1230,Italy,3,False,0,0,0,0,5.303304908059076,5.247024072160486,8.923790991120335,6.0,,37.35572139303483,0.945273631840796,Very Large
HTL_0369,Hotel_Florence_369,Italia,Florence,5,Independent,AccorHotels,142,163.0,1984.0,,0.684,231.55,158.44,8212.1,0.043,8.0,4.5,521,Italy,5,False,0,0,0,0,4.955827057601261,5.093750200806762,9.013363955366192,40.0,,57.831690140845076,1.147887323943662,Large
HTL_0324,Hotel_Mykonos_324,Greece,Mykonos,2,Business,Hilton,120,67.0,1948.0,,0.581,59.56,34.6,1515.3,-0.049,8.3,3.8,379,Greece,2,False,0,0,0,0,4.787491742782046,4.204692619390966,7.323368718142117,76.0,,12.6275,0.5583333333333333,Large
HTL_0260,Hotel_Nice_260,france,Nice,3,Independent,,86,80.0,1979.0,2018.0,0.951,124.19,118.1,,0.074,6.7,3.4,732,France,3,True,1,0,0,0,4.454347296253507,4.382026634673881,,45.0,6.0,,0.9302325581395349,Large
HTL_0136,Hotel_Madeira_136,Portugal,Madeira,four,Chain - International,Best Western,96,113.0,1980.0,2019.0,0.98,199.72,195.72,6858.1,0.256,8.7,3.9,553,Portugal,4,False,0,0,0,0,4.564348191467836,4.727387818712341,8.8331857144272,44.0,5.0,71.43854166666667,1.1770833333333333,Large
HTL_0083,Hotel_Porto_83,PT,Porto,1,Chain - International,Marriott,37,20.0,2021.0,,0.635,63.77,40.5,547.0,0.079,4.5,2.5,139,Portugal,1,False,0,0,0,0,3.6109179126442243,2.995732273553991,6.304448802421981,3.0,,14.783783783783784,0.5405405405405406,Medium
HTL_0166,Hotel_Barcelona_166,ES,Barcelona,3,Independent,Hilton,68,71.0,2003.0,2011.0,0.597,119.13,71.18,,0.216,7.1,3.1,140,Spain,3,True,1,0,0,0,4.219507705176107,4.2626798770413155,,21.0,13.0,,1.0441176470588236,Medium
HTL_0165,Hotel_Bilbao_165,ES,Bilbao,4,Chain - International,Hyatt,74,74.0,1984.0,2003.0,0.711,225.45,160.34,4330.8,0.109,9.9,4.4,310,Spain,4,False,0,0,0,0,4.30406509320417,4.30406509320417,8.373507561436742,40.0,21.0,58.524324324324326,1.0,Medium
HTL_0029,Hotel_Berlin_29,GERMANY,Berlin,3,Boutique,Hilton,45,41.0,2009.0,2011.0,0.867,95.24,82.55,1355.9,0.199,8.5,3.8,346,Germany,3,False,0,0,0,0,3.8066624897703196,3.713572066704308,7.212220719468264,15.0,13.0,30.131111111111114,0.9111111111111111,Medium
HTL_0766,Hotel_Cologne_766,GERMANY,Cologne,4,Chain - National,AccorHotels,88,102.0,1876.0,2008.0,0.705,266.62,187.92,6036.0,0.146,7.3,3.4,275,Germany,4,False,0,0,0,0,4.477336814478207,4.624972813284271,8.70549681988774,148.0,16.0,68.5909090909091,1.1590909090909092,Large
HTL_0194,Hotel_Munich_194,GERMANY,Munich,2,Chain - National,Hilton,75,68.0,1971.0,2018.0,0.502,125.84,63.12,1727.8,,7.6,4.1,372,Germany,2,False,0,1,0,0,4.31748811353631,4.219507705176107,7.454604201924783,53.0,6.0,23.037333333333333,0.9066666666666666,Large
HTL_0697,Hotel_Hamburg_697,germany,Hamburg,3,Budget,,150,107.0,1987.0,2013.0,0.556,182.48,101.52,5558.0,0.15,9.8,4.0,219,Germany,3,False,0,0,0,0,5.0106352940962555,4.672828834461906,8.62299361030245,37.0,11.0,37.053333333333335,0.7133333333333334,Large
HTL_0536,Hotel_Lyon_536,France,Lyon,4 star,Boutique,,54,63.0,1968.0,2000.0,0.956,221.28,211.5,4168.6,0.032,10.0,4.5,506,France,4,False,0,0,0,0,3.9889840465642745,4.143134726391533,8.33533552700757,56.0,24.0,77.1962962962963,1.1666666666666667,Medium
HTL_0660,Hotel_Madrid_660,spain,Madrid,4,Independent,,113,118.0,2017.0,,0.85,118.68,100.83,,0.234,7.7,3.7,244,Spain,4,True,1,0,0,0,4.727387818712341,4.770684624465665,,7.0,,,1.0442477876106195,Large
HTL_0137,Hotel_Berlin_137,GERMANY,Berlin,4,Independent,,70,68.0,1961.0,2008.0,0.98,224.92,220.43,,-0.019,7.9,3.6,395,Germany,4,True,1,0,0,0,4.248495242049359,4.219507705176107,,63.0,16.0,,0.9714285714285714,Medium
HTL_0679,Hotel_Venice_679,IT,Venice,4*,Independent,Hilton,69,80.0,1893.0,2021.0,0.692,183.2,126.81,,0.196,8.0,4.5,248,Italy,4,True,1,0,0,0,4.23410650459726,4.382026634673881,,131.0,3.0,,1.1594202898550725,Medium
HTL_0661,Hotel_Munich_661,GERMANY,Munich,3,Independent,,90,92.0,1990.0,2005.0,0.743,235.35,174.75,,,7.1,3.5,521,Germany,3,True,1,1,0,0,4.499809670330265,4.5217885770490405,,34.0,19.0,,1.0222222222222221,Large
HTL_0141,Hotel_Bordeaux_141,FR,Bordeaux,1,Budget,,168,73.0,1977.0,2005.0,0.541,94.78,51.25,3142.7,0.092,5.1,2.8,830,France,1,False,0,0,0,0,5.123963979403259,4.290459441148391,8.052837582035098,47.0,19.0,18.70654761904762,0.43452380952380953,Large
HTL_0592,Hotel_Seville_592,ES,Seville,four,Independent,,219,190.0,1987.0,2023.0,0.736,143.15,105.31,8417.8,0.111,8.5,3.7,1271,Spain,4,False,0,0,0,0,5.389071729816501,5.247024072160486,9.038103790435779,37.0,1.0,38.43744292237442,0.867579908675799,Very Large
HTL_0007,Hotel_Amsterdam_7,NETHERLANDS,Amsterdam,five,Chain - International,Best Western,129,156.0,1986.0,2002.0,0.797,228.32,181.95,8566.9,0.262,10.0,4.9,959,Netherlands,5,False,0,0,0,0,4.859812404361672,5.049856007249537,9.055661219198358,38.0,22.0,66.41007751937984,1.2093023255813953,Large
HTL_0540,Hotel_Bilbao_540,SPAIN,Bilbao,3,Independent,,74,63.0,2022.0,,0.748,176.66,132.1,,0.108,6.9,3.2,258,Spain,3,True,1,0,0,0,4.30406509320417,4.143134726391533,,2.0,,,0.8513513513513513,Medium
HTL_0570,Hotel_Madrid_570,Spain,Madrid,5,Boutique,Hilton,71,91.0,2018.0,,0.96,192.79,185.04,4795.4,0.049,9.7,4.7,646,Spain,5,False,0,0,0,0,4.2626798770413155,4.51085950651685,8.47541240406767,6.0,,67.54084507042253,1.2816901408450705,Medium
HTL_0236,Hotel_Berlin_236,GERMANY,Berlin,two,Independent,Marriott,43,33.0,1964.0,,0.664,173.41,115.22,1808.5,0.045,6.2,3.1,118,Germany,2,False,0,0,0,0,3.7612001156935624,3.4965075614664802,7.500253051392153,60.0,,42.05813953488372,0.7674418604651163,Medium
HTL_0665,Hotel_Berlin_665,germany,Berlin,1,Independent,,90,40.0,1997.0,,0.573,111.96,64.2,2108.8,0.016,5.6,3.1,417,Germany,1,False,0,0,0,0,4.499809670330265,3.6888794541139363,7.653874344308188,27.0,,23.431111111111115,0.4444444444444444,Large
HTL_0074,Hotel_Lyon_74,france,Lyon,3,Chain - International,NH Hotels,46,44.0,1945.0,2023.0,0.638,165.02,105.24,1766.9,0.218,7.7,3.6,230,France,3,False,0,0,0,0,3.828641396489095,3.784189633918261,7.476981877622604,79.0,1.0,38.410869565217396,0.9565217391304348,Medium
HTL_0683,Hotel_Rome_683,Italia,Rome,four,Business,,129,141.0,1978.0,2010.0,0.735,171.37,125.96,5930.9,-0.077,8.2,3.5,293,Italy,4,False,0,0,0,0,4.859812404361672,4.948759890378168,8.687931251133444,46.0,14.0,45.975968992248056,1.0930232558139534,Large
HTL_0773,Hotel_Porto_773,PORTUGAL,Porto,3,Independent,,121,101.0,1963.0,2003.0,0.62,125.28,77.67,3430.4,,6.2,2.8,409,Portugal,3,False,0,1,0,0,4.795790545596741,4.61512051684126,8.140432151436428,61.0,21.0,28.350413223140496,0.8347107438016529,Large
HTL_0755,Hotel_Naples_755,ITALY,Naples,4,Independent,,85,86.0,1986.0,2007.0,0.877,180.89,158.58,4920.1,0.095,7.5,3.4,323,Italy,4,False,0,0,0,0,4.442651256490317,4.454347296253507,8.501084134483051,38.0,17.0,57.88352941176471,1.011764705882353,Large
HTL_0146,Hotel_Nice_146,France,Nice,3*,Independent,,95,73.0,2014.0,,0.706,199.0,140.52,4872.5,,7.9,4.2,527,France,3,False,0,1,0,0,4.553876891600541,4.290459441148391,8.491362431381717,10.0,,51.28947368421053,0.7684210526315789,Large
HTL_0580,Hotel_Munich_580,Deutschland,Munich,4,Business,Hilton,143,146.0,2019.0,,0.817,269.54,220.19,11492.8,0.153,7.5,3.6,881,Germany,4,False,0,0,0,0,4.962844630259907,4.983606621708336,9.349476031320537,5.0,,80.36923076923077,1.020979020979021,Large
HTL_0235,Hotel_Cologne_235,DE,Cologne,1,Chain - International,Local Chain,34,19.0,1986.0,2017.0,0.81,77.7,62.92,780.8,0.04,5.2,3.2,123,Germany,1,False,0,0,0,0,3.5263605246161616,2.9444389791664403,6.660319035098882,38.0,7.0,22.96470588235294,0.5588235294117647,Medium
HTL_0221,Hotel_Lyon_221,France,Lyon,4,Resort,,175,189.0,1962.0,2005.0,0.896,222.43,199.27,12728.5,0.012,9.3,4.2,993,France,4,False,0,0,0,0,5.1647859739235145,5.241747015059643,9.451598852715563,62.0,19.0,72.73428571428572,1.08,Large
HTL_D0129,Hotel_Rotterdam_129,Holland,Rotterdam,4,Independent,,194,220.0,1968.0,2008.0,0.664,204.3,135.68,9607.5,0.023,7.4,3.9,675,Netherlands,4,False,0,0,0,0,5.267858159063328,5.393627546352362,9.170299322438998,56.0,16.0,49.52319587628866,1.134020618556701,Large
HTL_0330,Hotel_Marseille_330,FRANCE,Marseille,3,Budget,,315,341.0,1978.0,2020.0,0.709,244.6,173.43,19940.3,0.212,7.4,3.4,1759,France,3,False,0,0,1,0,5.752572638825633,5.831882477283517,9.90049808853806,46.0,4.0,63.30253968253968,1.0825396825396825,Very Large
HTL_0753,Hotel_Rotterdam_753,Holland,Rotterdam,2,Chain - National,Marriott,56,46.0,1970.0,2005.0,0.717,127.01,91.08,1861.7,0.152,7.6,4.1,302,Netherlands,2,False,0,0,0,0,4.02535169073515,3.828641396489095,7.5292453277778515,54.0,19.0,33.24464285714286,0.8214285714285714,Medium
HTL_0429,Hotel_Rome_429,ITALY,Rome,4,Resort,IHG,323,294.0,2008.0,2013.0,0.693,236.88,164.2,19358.9,0.142,9.2,4.3,1388,Italy,4,False,0,0,1,0,5.777652323222656,5.683579767338681,9.870907541034535,16.0,11.0,59.93467492260062,0.9102167182662538,Very Large
HTL_0452,Hotel_Berlin_452,GERMANY,Berlin,2,Chain - National,Hilton,53,36.0,2012.0,,0.713,115.79,82.58,1597.5,0.224,8.3,3.8,160,Germany,2,False,0,0,0,0,3.970291913552122,3.58351893845611,7.37619518625169,12.0,,30.141509433962263,0.6792452830188679,Medium
HTL_0774,Hotel_Rome_774,Italy,Rome,4,Chain - National,Best Western,79,89.0,2019.0,,0.859,252.15,216.69,6248.2,0.235,8.6,4.1,299,Italy,4,False,0,0,0,0,4.3694478524670215,4.48863636973214,8.740048701250483,5.0,,79.09113924050632,1.1265822784810127,Large
HTL_0441,Hotel_Venice_441,ITALY,Venice,2,Chain - International,Hyatt,43,24.0,1979.0,2011.0,0.91,128.43,116.87,1834.3,0.122,7.1,3.4,111,Italy,2,False,0,0,0,0,3.7612001156935624,3.1780538303479458,7.514418216320305,45.0,13.0,42.65813953488372,0.5581395348837209,Medium
HTL_0042,Hotel_Madrid_42,Spain,Madrid,3,Chain - International,AccorHotels,90,97.0,2009.0,2019.0,0.708,108.35,76.73,2520.4,0.058,8.6,4.0,422,Spain,3,False,0,0,0,0,4.499809670330265,4.574710978503383,7.832172898067901,15.0,5.0,28.004444444444445,1.0777777777777777,Large
HTL_0527,Hotel_Barcelona_527,España,Barcelona,3*,Chain - National,Meliá,103,75.0,1919.0,2019.0,0.741,145.82,108.06,4062.6,0.152,6.8,3.1,759,Spain,3,False,0,0,0,0,4.634728988229636,4.31748811353631,8.309578441719655,105.0,5.0,39.442718446601944,0.7281553398058253,Large
HTL_0109,Hotel_Faro_109,PORTUGAL,Faro,4,Business,,172,177.0,2001.0,2014.0,0.929,159.67,148.38,9315.2,0.245,8.4,4.2,1498,Portugal,4,False,0,0,0,0,5.147494476813453,5.176149732573829,9.139402753551304,23.0,10.0,54.15813953488372,1.0290697674418605,Large
HTL_0358,Hotel_Florence_358,Italia,Florence,2,Chain - National,Hyatt,77,43.0,1960.0,2009.0,0.651,94.96,61.83,1737.6,0.072,7.1,3.5,315,Italy,2,False,0,0,0,0,4.343805421853684,3.7612001156935624,7.460260129739616,64.0,15.0,22.566233766233765,0.5584415584415584,Large
HTL_0057,Hotel_Salzburg_57,AUSTRIA,Salzburg,4 star,Chain - National,Local Chain,76,87.0,1978.0,2019.0,0.677,289.92,196.42,5448.6,0.113,7.7,3.6,484,Austria,4,False,0,0,0,0,4.330733340286331,4.465908118654584,8.603113973923838,46.0,5.0,71.6921052631579,1.144736842105263,Large
HTL_0410,Hotel_Barcelona_410,spain,Barcelona,4,Boutique,,41,44.0,1967.0,2009.0,0.827,165.97,137.33,2055.2,0.182,9.2,4.7,104,Spain,4,False,0,0,0,0,3.713572066704308,3.784189633918261,7.6281284457956735,57.0,15.0,50.12682926829268,1.0731707317073171,Medium
HTL_0292,Hotel_Porto_292,PT,Porto,3,Resort,Marriott,299,258.0,1968.0,2011.0,0.806,128.06,103.22,11264.4,0.302,9.6,4.4,710,Portugal,3,False,0,0,1,0,5.700443573390687,5.552959584921617,9.329402589130947,56.0,13.0,37.67357859531772,0.862876254180602,Very Large
HTL_0425,Hotel_Paris_425,FR,Paris,4*,Independent,,62,64.0,2013.0,,0.766,269.74,206.58,4674.9,-0.134,9.0,3.4,364,France,4,False,0,0,0,0,4.127134385045092,4.1588830833596715,8.449963051119678,11.0,,75.4016129032258,1.032258064516129,Medium
HTL_0025,Hotel_Valencia_25,España,Valencia,3,Independent,,143,100.0,1985.0,2004.0,0.841,124.17,104.48,,0.224,6.7,3.1,779,Spain,3,True,1,0,0,0,4.962844630259907,4.605170185988092,,39.0,20.0,,0.6993006993006993,Large
HTL_0736,Hotel_Venice_736,Italy,Venice,2,Resort,Marriott,80,63.0,1982.0,2003.0,0.924,151.94,140.35,4098.3,0.001,7.9,4.2,436,Italy,2,False,0,0,0,0,4.382026634673881,4.143134726391533,8.31832753256155,42.0,21.0,51.228750000000005,0.7875,Large
HTL_0418,Hotel_Thessaloniki_418,GREECE,Thessaloniki,3,Chain - National,Local Chain,71,43.0,2013.0,,0.588,113.57,66.78,1730.6,0.137,,3.4,366,Greece,3,False,0,0,0,0,4.2626798770413155,3.7612001156935624,7.456223448172638,11.0,,24.374647887323942,0.6056338028169014,Medium
HTL_0599,Hotel_Cologne_599,DE,Cologne,5,Business,Marriott,92,116.0,1992.0,2015.0,0.893,191.92,171.41,5756.0,0.155,9.1,4.3,794,Germany,5,False,0,0,0,0,4.5217885770490405,4.7535901911063645,8.657998068007258,32.0,9.0,62.56521739130435,1.2608695652173914,Large
HTL_0052,Hotel_Venice_52,ITALY,Venice,3,Boutique,,48,44.0,2006.0,2018.0,0.706,94.33,66.62,1167.2,0.25,7.9,3.5,272,Italy,3,False,0,0,0,0,3.871201010907891,3.784189633918261,7.0623629972085755,18.0,6.0,24.316666666666666,0.9166666666666666,Medium
HTL_0345,Hotel_Marseille_345,FRANCE,Marseille,5 star,Independent,AccorHotels,152,215.0,1996.0,2013.0,0.76,170.04,129.28,7172.4,0.118,,3.1,628,France,5,False,0,0,0,0,5.0238805208462765,5.3706380281276624,8.877995605618208,28.0,11.0,47.18684210526315,1.4144736842105263,Large
HTL_0758,Hotel_Paris_758,FR,Paris,1,Chain - International,Meliá,95,57.0,2015.0,,0.674,98.41,66.37,2301.5,-0.008,7.3,3.8,488,France,1,False,0,0,0,0,4.553876891600541,4.04305126783455,7.7413163632572966,9.0,,24.226315789473684,0.6,Large
HTL_0265,Hotel_Florence_265,IT,Florence,3,Chain - International,AccorHotels,86,90.0,1968.0,2014.0,0.797,138.07,110.0,3453.0,,8.2,4.1,627,Italy,3,False,0,1,0,0,4.454347296253507,4.499809670330265,8.146998697389993,56.0,10.0,40.151162790697676,1.0465116279069768,Large
HTL_0791,Hotel_Frankfurt_791,Deutschland,Frankfurt,2,Chain - National,Best Western,93,56.0,1863.0,2019.0,0.618,110.95,68.52,2326.0,0.128,8.1,3.6,249,Germany,2,False,0,0,0,0,4.532599493153256,4.02535169073515,7.75190533307861,161.0,5.0,25.010752688172044,0.6021505376344086,Large
HTL_0666,Hotel_Naples_666,IT,Naples,3,Boutique,,28,20.0,1911.0,2016.0,0.886,149.29,132.35,1352.6,,7.1,3.6,234,Italy,3,False,0,1,0,0,3.332204510175204,2.995732273553991,7.209783945140839,113.0,8.0,48.30714285714286,0.7142857142857143,Medium
HTL_0657,Hotel_Thessaloniki_657,GR,Thessaloniki,4,Resort,NH Hotels,180,189.0,1971.0,2006.0,0.98,181.46,177.83,11683.7,0.183,8.2,4.3,1639,Greece,4,False,0,0,0,0,5.19295685089021,5.241747015059643,9.365949987039684,53.0,18.0,64.90944444444445,1.05,Large
HTL_0297,Hotel_Faro_297,Portugal,Faro,4,Chain - International,Marriott,43,44.0,1907.0,2007.0,0.971,137.21,133.24,2091.3,0.106,9.0,4.0,313,Portugal,4,False,0,0,0,0,3.7612001156935624,3.784189633918261,7.6455411611604625,117.0,17.0,48.63488372093024,1.0232558139534884,Medium
HTL_0019,Hotel_Florence_19,Italia,Florence,5,Resort,,213,276.0,1978.0,2003.0,0.925,300.71,278.28,21635.0,-0.023,7.4,3.4,1867,Italy,5,False,0,0,0,0,5.3612921657094255,5.62040086571715,9.982067652658985,46.0,21.0,101.57276995305165,1.295774647887324,Very Large
HTL_0771,Hotel_Salzburg_771,Austria,Salzburg,2,Business,,117,89.0,2013.0,,0.765,141.09,107.91,4608.2,0.135,7.2,3.4,681,Austria,2,False,0,0,0,0,4.762173934797756,4.48863636973214,8.435592604211632,11.0,,39.386324786324785,0.7606837606837606,Large
HTL_0533,Hotel_Nice_533,France,Nice,4,Independent,,83,92.0,2001.0,2005.0,0.705,320.69,226.06,,0.16,8.9,4.4,487,France,4,True,1,0,0,0,4.418840607796598,4.5217885770490405,,23.0,19.0,,1.108433734939759,Large
HTL_0084,Hotel_Innsbruck_84,AT,Innsbruck,4,Boutique,Marriott,102,122.0,1875.0,2014.0,0.813,275.23,223.88,8335.1,0.11,7.1,3.4,721,Austria,4,False,0,0,0,0,4.624972813284271,4.804021044733257,9.028230792713403,149.0,10.0,81.71666666666667,1.196078431372549,Large
HTL_0062,Hotel_Naples_62,italy,Naples,3 star,Chain - National,Marriott,150,101.0,2010.0,,0.718,199.59,143.31,7846.1,0.072,9.1,4.5,444,Italy,3,False,0,0,0,0,5.0106352940962555,4.61512051684126,8.967771872036225,14.0,,52.30733333333333,0.6733333333333333,Large
HTL_0522,Hotel_Paris_522,france,Paris,4,Chain - International,Radisson,113,146.0,2004.0,2008.0,0.903,241.32,217.89,8986.9,0.099,7.2,,749,France,4,False,0,0,0,0,4.727387818712341,4.983606621708336,9.103523240412756,20.0,16.0,79.53008849557521,1.2920353982300885,Large
