hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews
HTL_0149,Hotel_Rome_149,Italy,Rome,2,Independent,,66,-10,1892,,0.664,142.09,94.37,2273.4,,5.8,2.7,343
HTL_0364,Hotel_Athens_364,Greece,Athens,4,Chain - International,Meliá,98,107,2007,2009.0,0.857,181.63,155.6,5565.7,0.011,8.3,4.0,342
HTL_0228,Hotel_Valencia_228,España,Valencia,3,Chain - International,Marriott,178,144,1990,2008.0,0.884,150.63,133.09,8646.6,0.221,7.6,3.7,862
HTL_0676,Hotel_Frankfurt_676,Deutschland,Frankfurt,4,Resort,,250,235,2013,,0.921,185.85,171.1,15613.3,0.198,8.1,3.8,1864
HTL_0333,Hotel_Barcelona_333,spain,Barcelona,four,Independent,Hilton,103,109,1859,2009.0,0.763,172.52,131.71,4951.6,0.056,8.7,4.0,199
HTL_0199,Hotel_Malaga_199,ES,Malaga,5,Independent,,97,137,1860,,0.791,142.03,112.35,3977.7,0.216,6.8,3.4,652
HTL_0762,Hotel_Innsbruck_762,AT,Innsbruck,2 star,Independent,,120,93,1988,2004.0,0.741,103.82,76.92,3369.0,0.114,6.3,3.1,620
HTL_0465,Hotel_The Hague_465,Netherlands,The Hague,five,Business,,114,142,1970,2000.0,,304.99,126.98,5283.5,0.225,8.9,4.3,441
HTL_0134,Hotel_Venice_134,ITALY,Venice,4,Chain - National,Meliá,85,99,1981,2005.0,0.873,242.38,211.48,6561.1,0.122,8.7,4.6,339
HTL_0396,Hotel_Bilbao_396,SPAIN,Bilbao,3,Chain - International,Best Western,90,85,1964,2001.0,0.869,139.77,121.39,3987.8,0.203,4.9,1.7,360
HTL_0347,Hotel_Madeira_347,PORTUGAL,Madeira,4,Resort,,145,159,2011,,0.797,181.83,144.94,7670.7,0.209,8.9,4.1,469
HTL_0501,Hotel_Cologne_501,germany,Cologne,2,Resort,IHG,182,110,1996,2014.0,0.811,132.87,107.81,7162.0,0.172,6.1,3.1,856
HTL_0056,Hotel_Paris_56,france,Paris,2,Chain - International,IHG,230,181,1974,2005.0,0.701,96.2,67.4,5658.4,0.211,6.8,3.1,488
HTL_0634,Hotel_Malaga_634,ES,Malaga,2 star,Chain - National,Hyatt,93,62,1997,2000.0,0.734,105.78,77.6,2634.1,0.032,7.0,3.7,493
HTL_0624,Hotel_Thessaloniki_624,Greece,Thessaloniki,2,Chain - National,Hilton,58,34,1986,,0.631,115.77,73.02,1545.9,0.124,6.6,3.3,145
HTL_0531,Hotel_Venice_531,ITALY,Venice,3,Chain - National,NH Hotels,75,77,2006,2011.0,0.834,135.41,112.89,3090.3,0.136,6.6,3.6,452
HTL_0571,Hotel_Berlin_571,germany,Berlin,3,Budget,,141,109,2011,,0.478,207.32,99.01,5095.8,0.161,6.6,3.6,396
HTL_0389,Hotel_Faro_389,PORTUGAL,Faro,1,Independent,Hilton,148,86,2005,2021.0,0.547,43.47,23.76,,0.01,5.1,2.8,417
HTL_0785,Hotel_Paris_785,FRANCE,Paris,4,Business,,111,123,1998,2008.0,0.797,224.82,179.1,7256.4,0.33,8.5,3.8,235
HTL_0307,Hotel_The Hague_307,Netherlands,The Hague,three,Chain - International,Hilton,148,122,2007,2022.0,0.616,170.08,104.74,5657.8,0.131,8.7,4.0,706
HTL_0478,Hotel_Milan_478,Italy,Milan,4 star,Boutique,,35,40,2022,,0.722,215.22,155.43,1985.6,0.22,8.4,3.7,82
HTL_0061,Hotel_Madeira_61,PORTUGAL,Madeira,2,Resort,,719,597,1999,2007.0,0.616,80.32,49.47,8722.2,0.141,6.6,3.3,540
HTL_0715,Hotel_Malaga_715,spain,Malaga,2,Boutique,,21,15,1984,2021.0,0.554,83.03,46.04,352.9,-0.052,5.4,2.7,75
HTL_0545,Hotel_The Hague_545,NL,The Hague,3*,Independent,Hilton,59,57,1999,2019.0,0.628,168.8,106.06,2284.0,0.114,6.7,3.2,231
HTL_0603,Hotel_Thessaloniki_603,Greece,Thessaloniki,3,Boutique,,42,37,2001,2012.0,0.775,111.92,86.72,1329.5,0.009,8.7,4.0,174
HTL_0248,Hotel_Florence_248,Italia,Florence,3,Boutique,,19,18,1978,2021.0,0.959,126.57,121.37,841.7,0.132,7.2,3.3,101
HTL_0457,Hotel_Rotterdam_457,NETHERLANDS,Rotterdam,3,Independent,Marriott,204,194,1985,2005.0,0.653,167.16,109.14,,0.124,7.9,3.8,839
HTL_0548,Hotel_Frankfurt_548,Germany,Frankfurt,5,Boutique,,66,72,1908,2009.0,0.526,292.69,153.86,3706.5,0.186,8.5,3.6,254
HTL_0619,Hotel_Amsterdam_619,NETHERLANDS,Amsterdam,4,Independent,,114,134,1991,2006.0,0.929,205.61,191.08,7950.8,0.15,8.2,3.3,1053
HTL_0261,Hotel_Madrid_261,España,Madrid,3,Chain - National,Best Western,68,62,2004,,0.793,121.12,96.01,2383.0,0.032,6.1,3.1,267
HTL_0211,Hotel_Faro_211,Portugal,Faro,5 star,Independent,,64,72,1948,,0.892,180.35,160.89,,0.204,9.6,4.4,174
HTL_D0133,Hotel_Valencia_133,spain,Valencia,4,Chain - International,IHG,60,61,1963,2012.0,0.744,184.17,137.1,3002.6,-0.075,8.3,3.7,277
HTL_0744,Hotel_Milan_744,IT,Milan,3,Chain - National,Marriott,53,54,2014,,0.615,154.87,95.28,1843.2,0.027,7.8,3.7,240
HTL_0091,Hotel_Amsterdam_91,NETHERLANDS,Amsterdam,4,Chain - International,Meliá,76,84,1985,,0.804,203.66,163.77,4542.9,0.052,7.9,3.8,206
HTL_0500,Hotel_Naples_500,ITALY,Naples,4 star,Business,,109,133,1979,2021.0,0.869,225.52,195.94,7795.5,0.214,8.2,4.4,938
HTL_0182,Hotel_Madeira_182,PT,Madeira,4,Business,,102,102,1995,2020.0,0.724,156.45,113.32,4218.7,0.225,8.9,4.2,430
HTL_0423,Hotel_Lyon_423,france,Lyon,three,Resort,Hilton,158,138,1987,2008.0,0.894,232.17,207.46,11964.4,0.1,4.0,1.8,650
HTL_0378,Hotel_Berlin_378,Germany,Berlin,4,Independent,,65,70,1998,2007.0,0.573,240.86,138.04,,0.104,6.9,3.4,271
HTL_0543,Hotel_Lisbon_543,PORTUGAL,Lisbon,4,Resort,,269,345,1970,,0.764,119.6,91.33,8966.8,0.041,8.4,3.5,2004
HTL_0159,Hotel_Naples_159,italy,Naples,2,Boutique,,36,22,1870,2009.0,0.526,120.16,63.26,831.2,0.016,6.6,3.3,89
HTL_0070,Hotel_Bilbao_70,ES,Bilbao,1,Resort,,86,30,2000,,0.674,77.34,52.16,1637.3,0.214,6.1,2.8,471
HTL_0295,Hotel_Lyon_295,FR,Lyon,2*,Boutique,,62,39,1969,2002.0,0.709,132.05,93.56,2117.3,0.25,7.0,3.8,298
HTL_0132,Hotel_Rome_132,Italia,Rome,3 star,Chain - National,Hilton,114,96,1998,2023.0,0.831,142.34,118.29,4921.9,-0.039,8.0,4.2,323
HTL_0045,Hotel_Bordeaux_45,France,Bordeaux,three,Boutique,,39,43,2018,,0.761,201.78,153.64,2187.0,0.11,7.7,3.3,96
HTL_0071,Hotel_Naples_71,IT,Naples,2,Chain - International,Best Western,55,44,2008,,0.793,86.6,68.66,1378.3,,,3.8,220
HTL_0245,Hotel_Venice_245,IT,Venice,3,Resort,,201,190,2018,,0.727,140.76,102.34,7508.5,0.227,8.5,3.9,1230
HTL_0369,Hotel_Florence_369,Italia,Florence,5,Independent,AccorHotels,142,163,1984,,0.684,231.55,158.44,8212.1,0.043,8.0,4.5,521
HTL_0324,Hotel_Mykonos_324,Greece,Mykonos,2,Business,Hilton,120,67,1948,,0.581,59.56,34.6,1515.3,-0.049,8.3,3.8,379
HTL_0260,Hotel_Nice_260,france,Nice,3,Independent,,86,80,1979,2018.0,0.951,124.19,118.1,,0.074,6.7,3.4,732
HTL_0136,Hotel_Madeira_136,Portugal,Madeira,four,Chain - International,Best Western,96,113,1980,2019.0,0.98,199.72,195.72,6858.1,0.256,8.7,3.9,553
HTL_0083,Hotel_Porto_83,PT,Porto,1,Chain - International,Marriott,37,20,2021,,0.635,63.77,40.5,547.0,0.079,4.5,2.5,139
HTL_0166,Hotel_Barcelona_166,ES,Barcelona,3,Independent,Hilton,68,71,2003,2011.0,0.597,119.13,71.18,,0.216,7.1,3.1,140
HTL_0165,Hotel_Bilbao_165,ES,Bilbao,4,Chain - International,Hyatt,74,74,1984,2003.0,0.711,225.45,160.34,4330.8,0.109,9.9,4.4,310
HTL_0029,Hotel_Berlin_29,GERMANY,Berlin,3,Boutique,Hilton,45,41,2009,2011.0,0.867,95.24,82.55,1355.9,0.199,8.5,3.8,346
HTL_0766,Hotel_Cologne_766,GERMANY,Cologne,4,Chain - National,AccorHotels,88,102,1876,2008.0,0.705,266.62,187.92,6036.0,0.146,7.3,3.4,275
HTL_0194,Hotel_Munich_194,GERMANY,Munich,2,Chain - National,Hilton,75,68,1971,2018.0,0.502,125.84,63.12,1727.8,,7.6,4.1,372
HTL_0697,Hotel_Hamburg_697,germany,Hamburg,3,Budget,,150,107,1987,2013.0,0.556,182.48,101.52,5558.0,0.15,9.8,4.0,219
HTL_0536,Hotel_Lyon_536,France,Lyon,4 star,Boutique,,54,63,1968,2000.0,0.956,221.28,211.5,4168.6,0.032,10.0,4.5,506
HTL_0660,Hotel_Madrid_660,spain,Madrid,4,Independent,,113,118,2017,,0.85,118.68,100.83,,0.234,7.7,3.7,244
HTL_0137,Hotel_Berlin_137,GERMANY,Berlin,4,Independent,,70,68,1961,2008.0,0.98,224.92,220.43,,-0.019,7.9,3.6,395
HTL_0679,Hotel_Venice_679,IT,Venice,4*,Independent,Hilton,69,80,1893,2021.0,0.692,183.2,126.81,,0.196,8.0,4.5,248
HTL_0661,Hotel_Munich_661,GERMANY,Munich,3,Independent,,90,92,1990,2005.0,0.743,235.35,174.75,,,7.1,3.5,521
HTL_0141,Hotel_Bordeaux_141,FR,Bordeaux,1,Budget,,168,73,1977,2005.0,0.541,94.78,51.25,3142.7,0.092,5.1,2.8,830
HTL_0592,Hotel_Seville_592,ES,Seville,four,Independent,,219,190,1987,2023.0,0.736,143.15,105.31,8417.8,0.111,8.5,3.7,1271
HTL_0007,Hotel_Amsterdam_7,NETHERLANDS,Amsterdam,five,Chain - International,Best Western,129,156,1986,2002.0,0.797,228.32,181.95,8566.9,0.262,10.0,4.9,959
HTL_0540,Hotel_Bilbao_540,SPAIN,Bilbao,3,Independent,,74,63,2022,,0.748,176.66,132.1,,0.108,6.9,3.2,258
HTL_0570,Hotel_Madrid_570,Spain,Madrid,5,Boutique,Hilton,71,91,2018,,0.96,192.79,185.04,4795.4,0.049,9.7,4.7,646
HTL_0236,Hotel_Berlin_236,GERMANY,Berlin,two,Independent,Marriott,43,33,1964,,0.664,173.41,115.22,1808.5,0.045,6.2,3.1,118
HTL_0665,Hotel_Berlin_665,germany,Berlin,1,Independent,,90,40,1997,,0.573,111.96,64.2,2108.8,0.016,5.6,3.1,417
HTL_0074,Hotel_Lyon_74,france,Lyon,3,Chain - International,NH Hotels,46,44,1945,2023.0,0.638,165.02,105.24,1766.9,0.218,7.7,3.6,230
HTL_0683,Hotel_Rome_683,Italia,Rome,four,Business,,129,141,1978,2010.0,0.735,171.37,125.96,5930.9,-0.077,8.2,3.5,293
HTL_0773,Hotel_Porto_773,PORTUGAL,Porto,3,Independent,,121,101,1963,2003.0,0.62,125.28,77.67,3430.4,,6.2,2.8,409
HTL_0755,Hotel_Naples_755,ITALY,Naples,4,Independent,,85,86,1986,2007.0,0.877,180.89,158.58,4920.1,0.095,7.5,3.4,323
HTL_0146,Hotel_Nice_146,France,Nice,3*,Independent,,95,73,2014,,0.706,199.0,140.52,4872.5,,7.9,4.2,527
HTL_0580,Hotel_Munich_580,Deutschland,Munich,4,Business,Hilton,143,146,2019,,0.817,269.54,220.19,11492.8,0.153,7.5,3.6,881
HTL_0235,Hotel_Cologne_235,DE,Cologne,1,Chain - International,Local Chain,34,19,1986,2017.0,0.81,77.7,62.92,780.8,0.04,5.2,3.2,123
HTL_0221,Hotel_Lyon_221,France,Lyon,4,Resort,,175,189,1962,2005.0,0.896,222.43,199.27,12728.5,0.012,9.3,4.2,993
HTL_D0129,Hotel_Rotterdam_129,Holland,Rotterdam,4,Independent,,194,220,1968,2008.0,0.664,204.3,135.68,9607.5,0.023,7.4,3.9,675
HTL_0330,Hotel_Marseille_330,FRANCE,Marseille,3,Budget,,315,341,1978,2020.0,0.709,244.6,173.43,19940.3,0.212,7.4,3.4,1759
HTL_0133,Hotel_Valencia_133,spain,Valencia,4,Chain - International,IHG,60,61,1963,2012.0,0.744,184.17,137.1,3002.6,-0.075,8.3,3.7,277
HTL_0753,Hotel_Rotterdam_753,Holland,Rotterdam,2,Chain - National,Marriott,56,46,1970,2005.0,0.717,127.01,91.08,1861.7,0.152,7.6,4.1,302
HTL_0429,Hotel_Rome_429,ITALY,Rome,4,Resort,IHG,323,294,2008,2013.0,0.693,236.88,164.2,19358.9,0.142,9.2,4.3,1388
HTL_0452,Hotel_Berlin_452,GERMANY,Berlin,2,Chain - National,Hilton,53,36,2012,,0.713,115.79,82.58,1597.5,0.224,8.3,3.8,160
HTL_0774,Hotel_Rome_774,Italy,Rome,4,Chain - National,Best Western,79,89,2019,,0.859,252.15,216.69,6248.2,0.235,8.6,4.1,299
HTL_0441,Hotel_Venice_441,ITALY,Venice,2,Chain - International,Hyatt,43,24,1979,2011.0,0.91,128.43,116.87,1834.3,0.122,7.1,3.4,111
HTL_0042,Hotel_Madrid_42,Spain,Madrid,3,Chain - International,AccorHotels,90,97,2009,2019.0,0.708,108.35,76.73,2520.4,0.058,8.6,4.0,422
HTL_0527,Hotel_Barcelona_527,España,Barcelona,3*,Chain - National,Meliá,103,75,1919,2019.0,0.741,145.82,108.06,4062.6,0.152,6.8,3.1,759
HTL_0109,Hotel_Faro_109,PORTUGAL,Faro,4,Business,,172,177,2001,2014.0,0.929,159.67,148.38,9315.2,0.245,8.4,4.2,1498
HTL_0358,Hotel_Florence_358,Italia,Florence,2,Chain - National,Hyatt,77,43,1960,2009.0,0.651,94.96,61.83,1737.6,0.072,7.1,3.5,315
HTL_0057,Hotel_Salzburg_57,AUSTRIA,Salzburg,4 star,Chain - National,Local Chain,76,87,1978,2019.0,0.677,289.92,196.42,5448.6,0.113,7.7,3.6,484
HTL_0410,Hotel_Barcelona_410,spain,Barcelona,4,Boutique,,41,44,1967,2009.0,0.827,165.97,137.33,2055.2,0.182,9.2,4.7,104
HTL_0292,Hotel_Porto_292,PT,Porto,3,Resort,Marriott,299,258,1968,2011.0,0.806,128.06,103.22,11264.4,0.302,9.6,4.4,710
HTL_0425,Hotel_Paris_425,FR,Paris,4*,Independent,,62,64,2013,,0.766,269.74,206.58,4674.9,-0.134,9.0,3.4,364
HTL_0025,Hotel_Valencia_25,España,Valencia,3,Independent,,143,100,1985,2004.0,0.841,124.17,104.48,,0.224,6.7,3.1,779
HTL_0736,Hotel_Venice_736,Italy,Venice,2,Resort,Marriott,80,63,1982,2003.0,0.924,151.94,140.35,4098.3,0.001,7.9,4.2,436
HTL_0418,Hotel_Thessaloniki_418,GREECE,Thessaloniki,3,Chain - National,Local Chain,71,43,2013,,0.588,113.57,66.78,1730.6,0.137,,3.4,366
HTL_0599,Hotel_Cologne_599,DE,Cologne,5,Business,Marriott,92,116,1992,2015.0,0.893,191.92,171.41,5756.0,0.155,9.1,4.3,794
HTL_0052,Hotel_Venice_52,ITALY,Venice,3,Boutique,,48,44,2006,2018.0,0.706,94.33,66.62,1167.2,0.25,7.9,3.5,272
HTL_0345,Hotel_Marseille_345,FRANCE,Marseille,5 star,Independent,AccorHotels,152,215,1996,2013.0,0.76,170.04,129.28,7172.4,0.118,,3.1,628
HTL_0758,Hotel_Paris_758,FR,Paris,1,Chain - International,Meliá,95,57,2015,,0.674,98.41,66.37,2301.5,-0.008,7.3,3.8,488
HTL_0265,Hotel_Florence_265,IT,Florence,3,Chain - International,AccorHotels,86,90,1968,2014.0,0.797,138.07,110.0,3453.0,,8.2,4.1,627
HTL_0791,Hotel_Frankfurt_791,Deutschland,Frankfurt,2,Chain - National,Best Western,93,56,1863,2019.0,0.618,110.95,68.52,2326.0,0.128,8.1,3.6,249
HTL_0666,Hotel_Naples_666,IT,Naples,3,Boutique,,28,20,1911,2016.0,0.886,149.29,132.35,1352.6,,7.1,3.6,234
HTL_0657,Hotel_Thessaloniki_657,GR,Thessaloniki,4,Resort,NH Hotels,180,189,1971,2006.0,0.98,181.46,177.83,11683.7,0.183,8.2,4.3,1639
HTL_0297,Hotel_Faro_297,Portugal,Faro,4,Chain - International,Marriott,43,44,1907,2007.0,0.971,137.21,133.24,2091.3,0.106,9.0,4.0,313
HTL_0019,Hotel_Florence_19,Italia,Florence,5,Resort,,213,276,1978,2003.0,0.925,300.71,278.28,21635.0,-0.023,7.4,3.4,1867
HTL_0771,Hotel_Salzburg_771,Austria,Salzburg,2,Business,,117,89,2013,,0.765,141.09,107.91,4608.2,0.135,7.2,3.4,681
HTL_0533,Hotel_Nice_533,France,Nice,4,Independent,,83,92,2001,2005.0,0.705,320.69,226.06,,0.16,8.9,4.4,487
HTL_0084,Hotel_Innsbruck_84,AT,Innsbruck,4,Boutique,Marriott,102,122,1875,2014.0,0.813,275.23,223.88,8335.1,0.11,7.1,3.4,721
HTL_0062,Hotel_Naples_62,italy,Naples,3 star,Chain - National,Marriott,150,101,2010,,0.718,199.59,143.31,7846.1,0.072,9.1,4.5,444
HTL_0522,Hotel_Paris_522,france,Paris,4,Chain - International,Radisson,113,146,2004,2008.0,0.903,241.32,217.89,8986.9,0.099,7.2,5.147235658340301,749
HTL_0303,Hotel_Berlin_303,germany,Berlin,4,Chain - International,Meliá,174,200,2002,2005.0,0.792,292.76,231.76,14718.8,0.081,7.0,3.5,1257
HTL_0394,Hotel_Barcelona_394,ES,Barcelona,3,Resort,NH Hotels,133,100,1973,2015.0,0.858,138.42,118.78,5766.4,0.141,7.0,2.6,394
HTL_0694,Hotel_Madrid_694,España,Madrid,3 star,Chain - International,Hilton,194,178,2003,2021.0,0.757,135.53,102.55,7261.8,0.103,6.5,2.8,653
HTL_0183,Hotel_Florence_183,italy,Florence,5,Chain - International,Hyatt,119,146,1962,2009.0,0.831,279.48,232.27,10088.8,0.134,7.9,3.7,378
HTL_0430,Hotel_Mykonos_430,GREECE,Mykonos,3,Independent,,116,99,1872,2015.0,0.98,88.1,86.34,,0.086,7.9,4.0,617
HTL_0517,Hotel_Marseille_517,france,Marseille,4*,Boutique,,47,53,1980,2004.0,0.662,243.5,161.19,2765.2,0.185,8.9,3.8,110
HTL_0224,Hotel_Thessaloniki_224,GREECE,Thessaloniki,3 star,Resort,,169,155,1991,2020.0,0.772,164.77,127.2,7846.2,0.083,7.7,3.5,815
HTL_0627,Hotel_Berlin_627,Deutschland,Berlin,4,Boutique,,23,23,1961,2009.0,0.638,258.6,164.89,1384.3,0.185,8.0,4.0,65
HTL_0483,Hotel_Nice_483,FRANCE,Nice,3,Chain - National,Best Western,56,49,1968,,0.758,187.41,142.05,2903.4,0.023,7.2,3.6,416
HTL_0332,Hotel_Barcelona_332,SPAIN,Barcelona,3,Chain - National,Marriott,109,105,1963,2011.0,0.853,112.12,95.59,3803.0,-0.071,9.0,4.0,863
HTL_0434,Hotel_Rome_434,ITALY,Rome,5,Boutique,IHG,61,72,1988,2018.0,0.859,328.54,282.1,6281.0,0.008,8.7,3.7,148
HTL_0458,Hotel_Bordeaux_458,FRANCE,Bordeaux,2,Independent,,108,86,1980,2001.0,0.689,91.14,62.81,2475.8,0.014,7.7,3.5,480
HTL_0560,Hotel_Salzburg_560,AUSTRIA,Salzburg,3*,Chain - National,Marriott,97,87,2009,2011.0,0.823,170.13,139.98,4955.8,0.048,7.8,3.9,740
HTL_0177,Hotel_Innsbruck_177,AUSTRIA,Innsbruck,4,Boutique,,30,34,1994,2008.0,0.769,160.18,123.15,1348.5,0.208,8.4,3.7,65
HTL_0756,Hotel_Naples_756,IT,Naples,4,Independent,,122,121,1962,2009.0,0.653,223.07,145.64,6485.3,0.039,6.8,2.9,626
HTL_0651,Hotel_Bilbao_651,spain,Bilbao,3,Resort,,125,121,1963,2011.0,0.98,88.85,87.07,3972.7,0.08,7.1,3.8,528
HTL_0164,Hotel_Lyon_164,France,Lyon,3*,Business,,51,31,1964,2003.0,0.721,148.96,107.47,2000.5,0.243,6.0,2.7,174
HTL_0249,Hotel_Marseille_249,FRANCE,Marseille,5 star,Boutique,,47,62,1977,2009.0,0.924,227.01,209.71,3597.6,0.242,8.5,3.6,194
HTL_0534,Hotel_Valencia_534,Spain,Valencia,1,Business,,79,28,1963,2010.0,0.729,72.13,52.6,1516.8,0.045,6.7,2.9,476
HTL_0731,Hotel_Paris_731,FR,Paris,three,Resort,,255,218,2001,2023.0,0.91,185.37,168.76,15706.9,0.088,6.8,3.2,659
HTL_0075,Hotel_Faro_75,PORTUGAL,Faro,5*,Independent,,169,198,1961,2000.0,0.838,167.11,139.99,8635.1,0.147,8.4,4.7,1328
HTL_0487,Hotel_Florence_487,Italia,Florence,four,Independent,,116,120,1980,2009.0,0.804,165.71,133.31,5644.3,0.065,9.5,4.9,642
HTL_0621,Hotel_Frankfurt_621,Deutschland,Frankfurt,five,Chain - International,Meliá,96,114,1967,2015.0,0.844,293.27,247.61,8676.3,0.181,9.6,4.0,224
HTL_0105,Hotel_Naples_105,Italia,Naples,4,Budget,,129,162,1997,,0.714,276.59,197.41,9294.9,,,4.3,386
HTL_0115,Hotel_Venice_115,Italy,Venice,4,Chain - International,Hyatt,129,161,1982,2014.0,0.98,163.49,160.22,7544.1,0.116,8.9,3.8,555
HTL_0312,Hotel_Cologne_312,Deutschland,Cologne,4,Independent,,88,92,1996,2014.0,0.629,233.54,146.97,4720.8,-0.022,8.6,4.2,204
HTL_0093,Hotel_Bilbao_93,spain,Bilbao,4,Chain - National,NH Hotels,75,86,1968,2002.0,0.829,193.12,160.12,4383.3,,7.3,4.0,205
HTL_0426,Hotel_Vienna_426,AUSTRIA,Vienna,3,Boutique,,66,70,1993,2008.0,0.828,160.4,132.77,3198.5,0.041,7.0,3.3,297
HTL_0090,Hotel_Innsbruck_90,Austria,Innsbruck,3,Independent,NH Hotels,79,71,1983,2010.0,0.787,171.97,135.26,,0.112,8.7,4.1,279
HTL_0445,Hotel_Valencia_445,Spain,Valencia,3,Boutique,,45,40,1962,2003.0,0.456,126.7,57.76,948.7,0.073,6.7,3.2,103
HTL_0759,Hotel_Milan_759,IT,Milan,3,Chain - National,NH Hotels,105,109,1916,2015.0,0.651,229.45,149.43,5726.9,0.101,7.1,4.0,309
HTL_0768,Hotel_Faro_768,PORTUGAL,Faro,1,Chain - National,Radisson,33,15,2022,,0.604,36.19,21.85,263.2,0.016,6.1,3.1,148
HTL_0779,Hotel_Lyon_779,FR,Lyon,3,Chain - National,Hilton,196,187,2007,2007.0,0.737,189.94,139.94,10011.6,0.088,9.0,4.1,1256
HTL_0513,Hotel_Thessaloniki_513,Greece,Thessaloniki,2 star,Independent,,134,89,1961,2008.0,0.978,89.88,87.88,,0.024,8.5,4.2,1168
HTL_0595,Hotel_Santorini_595,GREECE,Santorini,4,Chain - International,Radisson,72,91,1965,2000.0,0.818,200.92,164.45,4321.8,0.074,9.8,4.9,555
HTL_0012,Hotel_Innsbruck_12,AUSTRIA,Innsbruck,3,Chain - International,Marriott,73,68,1945,2000.0,0.799,203.9,162.99,4342.8,0.17,9.4,4.2,286
HTL_0763,Hotel_Marseille_763,FR,Marseille,5,Chain - National,IHG,129,180,2007,,0.702,306.77,215.36,10140.2,0.118,10.0,4.8,423
HTL_0044,Hotel_Madrid_44,ES,Madrid,3 star,Chain - National,NH Hotels,90,93,1968,2013.0,0.666,146.64,97.66,3208.1,0.123,7.9,3.9,573
HTL_0043,Hotel_Bilbao_43,Spain,Bilbao,4,Chain - International,Local Chain,92,112,1960,2020.0,0.837,93.85,78.57,2638.5,0.098,7.6,3.1,237
HTL_0168,Hotel_Barcelona_168,España,Barcelona,4*,Boutique,Hilton,25,29,2010,,0.713,192.83,137.41,1253.9,,7.1,3.2,120
HTL_0724,Hotel_Rome_724,IT,Rome,3,Resort,,249,237,1987,2022.0,0.979,156.7,153.4,13941.8,-0.005,7.7,3.6,1174
HTL_0491,Hotel_Berlin_491,GERMANY,Berlin,4,Independent,,91,108,2010,,0.657,208.09,136.66,4539.3,,9.4,4.7,262
HTL_0632,Hotel_Barcelona_632,SPAIN,Barcelona,3*,Chain - International,Marriott,73,67,2007,2017.0,0.848,108.03,91.64,2441.7,0.109,7.1,3.2,459
HTL_0427,Hotel_Berlin_427,Deutschland,Berlin,2,Chain - International,IHG,35,24,2007,2009.0,0.779,138.78,108.12,1381.2,,6.1,3.2,248
HTL_0179,Hotel_Porto_179,PORTUGAL,Porto,4,Business,,63,81,1976,2004.0,0.736,185.67,136.7,3143.3,0.147,8.9,4.1,367
HTL_0546,Hotel_Milan_546,ITALY,Milan,4,Chain - International,AccorHotels,101,114,2022,,0.98,276.12,270.59,9975.5,0.111,6.0,3.3,565
HTL_0555,Hotel_Venice_555,ITALY,Venice,3*,Chain - International,NH Hotels,105,98,1999,2005.0,0.791,188.01,148.75,5700.7,0.21,6.6,3.1,410
HTL_0178,Hotel_Santorini_178,GREECE,Santorini,4,Chain - National,Hyatt,119,130,1985,2015.0,0.844,150.89,127.39,5533.1,0.11,7.1,3.4,695
HTL_0569,Hotel_Barcelona_569,ES,Barcelona,2,Independent,,48,38,1973,2015.0,0.743,79.39,59.0,1033.6,0.168,6.7,3.3,118
HTL_0576,Hotel_Venice_576,italy,Venice,5,Independent,,138,202,1971,2017.0,0.98,280.32,274.72,13837.6,0.227,10.0,4.7,541
HTL_0258,Hotel_Madrid_258,SPAIN,Madrid,5,Chain - National,Marriott,175,223,1997,,0.951,195.58,185.96,11878.1,0.241,9.1,4.4,1513
HTL_0729,Hotel_Frankfurt_729,Germany,Frankfurt,4,Independent,,170,177,2022,,0.799,185.45,148.15,9192.6,-0.129,5.8,3.0,807
HTL_0336,Hotel_Naples_336,IT,Naples,4,Chain - National,Local Chain,111,125,1965,,1.1850206926939504,212.42,184.27,7465.7,0.161,8.4,3.9,261
HTL_0488,Hotel_Valencia_488,ES,Valencia,2,Boutique,,17,12,1982,,0.775,116.44,90.24,559.9,0.053,6.5,3.3,76
HTL_0016,Hotel_Nice_16,FR,Nice,5,Chain - International,Marriott,69,97,2007,2022.0,0.962,254.61,244.86,6166.7,0.188,10.0,4.6,543
HTL_0004,Hotel_Berlin_4,germany,Berlin,3,Chain - International,Meliá,62,56,2003,2004.0,0.812,203.26,164.95,3732.8,0.112,7.8,3.4,384
HTL_0659,Hotel_Vienna_659,AT,Vienna,4,Independent,,52,50,2015,,0.636,166.85,106.16,,0.226,8.2,3.8,131
HTL_0257,Hotel_Munich_257,GERMANY,Munich,5,Chain - National,Radisson,130,177,2005,2012.0,0.964,279.49,269.4,12783.0,0.25,,4.8,327
HTL_0479,Hotel_Madrid_479,SPAIN,Madrid,5,Boutique,,56,75,1978,2017.0,0.829,198.14,164.33,3358.9,0.139,7.7,3.6,389
HTL_0405,Hotel_Athens_405,GREECE,Athens,2,Boutique,,72,40,2000,2013.0,0.647,119.96,77.62,2039.8,0.025,4.7,2.1,453
HTL_0352,Hotel_Lyon_352,FRANCE,Lyon,four,Resort,,338,286,1996,2009.0,0.873,240.66,210.16,25927.8,0.008,6.9,3.3,2881
