startup_id,subsector,pais,modelo_negocio,etapa,anio_fundacion,empleados,financiacion_total,valoracion,ratio_valoracion_financiacion,ingresos,crecimiento_anual,burn_rate,runway_meses,ingresos_por_empleado,usuarios,tasa_retencion,cac,ltv,ltv_cac_ratio,marketing_pct,cuota_mercado,id_pct,patentes,tech_score,num_integraciones,paises_operacion,compliance_score,incidentes_seguridad,rating_riesgo,prob_exito
57,blockchain,Francia,B2B,IPO,2020,221,7.112578057593986,80.73268722801215,11.350692614447325,0.46509291864806135,224.98052850542211,256,23.9,2.1044928445613635,142459,76.89039263509382,58.278429784457444,123.06491819112561,2.1116718251723796,36.72827021280893,2.1313236216505658,17.701056043965345,1,47.02363255537405,21,6,100,0,Alto,44.21195885166526
302,blockchain,Países Bajos,B2B2C,Seed,2016,19,31.53158517533029,260.31976880919035,8.255841479636729,35.82661963685421,179.20567498807432,95,19.1,1885.611559834432,162898,54.00420801055256,42.30001787795339,218.60743307868273,5.168022238416597,31.20512236107438,0.8400127802442683,28.24189937490118,2,53.837329220120466,6,2,69.09803299416811,1,Medio,42.835748083889484
56,blockchain,Alemania,B2C,Serie B,2018,101,5.514002757721965,23.851951693247965,4.325705434195697,1.7273764217443262,82.48617007384154,88,14.3,17.102736848953725,79100,74.2832306971907,52.44966070875647,88.13641454193662,1.6804000893607733,48.89937060872066,1.0554581024505263,27.68871746995792,1,65.11160707580126,2,1,89.85702099953068,1,Muy Alto,12.328917062841356
239,Blockchain,Reino Unido,B2B2C,Seed,2015,28,18.059590392089987,2849.9839758307558,157.81000088900328,17.423645180779207,101.29956027931271,273,8.7,622.2730421706859,95268,92.42075411657592,83.81959446633965,345.54439939922065,4.1224775853333995,34.57574542307337,1.309362511094364,28.899632463078902,0,34.55674601492642,4,5,59.16469261909301,0,Muy Bajo,86.35191668756306
240,prestamos p2p,Reino Unido,B2B,Serie D+,2018,328,2.0174228007686135,17.872781916465126,8.859214791096747,10.620504288738468,98.45031840584525,389,11.6,32.37958624615386,6292468,NA,108.2954251980048,NA,NA,33.53143934856276,4.287307562442539,23.41693121990567,1,93.79381595478472,20,14,28.953956343268423,0,Muy Bajo,81.40915013384074
248,PAGOS DIGITALES,Alemania,B2C,Serie C,2019,137,0.9118643842657685,9.388056026416203,10.2954520303756,78.06700599863677,123.36737469409076,345,14.3,569.832160573991,523332,79.87502578224297,124.20170013917252,NA,NA,32.03902702177473,2.7638899155104797,10.141434411795574,2,64.27074901183478,10,6,52.98376462061837,0,Bajo,64.71681755501777
12,Crowdfunding,Reino Unido,Plataforma,Serie D+,2019,22,9.191530652244476,35.28706702485064,3.8390849533025175,7.788583255399332,105.28798820839695,308,15.4,354.02651160906055,15675,88.99942334195418,77.2953413074196,398.3376486475392,5.153449637582526,25.65047352753914,0.4460764895740532,18.18924143681664,4,43.04784417124186,16,13,84.35094182073597,1,Alto,29.0693828323856
189,blockchain,Francia,B2C,Seed,2015,21,39.16417082245515,292.06968185480036,7.4575734841637304,22.656152953984023,99.50539476767463,306,21.9,1078.8644263801916,42971,91.36298775800753,108.8225397620728,378.5713681605834,3.4787955600768328,2.739781121055472,2.298364848627887,19.90739815332133,2,63.45470697203585,10,2,69.5212650086072,1,Muy Bajo,81.08358154539019
21,blockchain,Reino Unido,Marketplace,Serie D+,2019,120,2.6431528476947297,30.337721289626867,11.477853547548875,5.606383845062571,90.30008635850531,305,24.2,46.71986537552142,22849,73.2202197547672,67.74510052311179,401.0405190169166,5.919845360331237,40.62495811671793,4.474160040122495,17.85066206545262,1,72.79308008448577,5,7,66.73156569871931,1,Muy Bajo,79.91981462575495
152,criptomonedas,Alemania,B2B,Seed,2023,307,3.0083773004996295,9.878854525910008,3.283781766425818,1.1826559897522442,149.1696908091397,326,16.9,3.8522996408867884,56096,68.79909458604887,175.83654377017038,NA,NA,36.88481746671775,2.817806650788242,10.723083432314347,2,95.46382808046422,16,1,75.010674756336,1,Alto,36.77676585037261
186,gestion patrimonial,Reino Unido,B2B,Seed,2021,9,3.3925594408440305,17.15878360190393,5.057769480859861,274.3591055348959,-29.59402678993014,329,13.1,30484.34505943288,2364,100,75.22100415743819,398.52447559632805,5.298047800082713,7.13770650342391,0.1,17.583183551547595,1,60.643217245571904,3,1,90.53449752677236,1,Alto,37.29119631461799
229,Préstamos P2P,Reino Unido,B2B2C,Serie B,2020,35,12.937987969320497,152.80638093502017,11.81067576329224,9.442097389738109,72.85447205315572,172,33.5,269.7742111353745,14604,NA,20.53497377850536,54.28141399177274,2.6433641735929996,3.908095944804657,1.5596064576684583,18.24028936111397,1,67.48668218000091,12,2,100,0,Muy Alto,24.52016120776534
67,InsurTech,Reino Unido,B2B,Serie B,2014,12,2.800151840877785,15.761132675465047,5.628670718986541,1983.1698197548174,58.118759418351054,219,15.8,165264.15164623476,71277,80.09339842300318,139.65787781271703,545.1345341673629,3.90335685107857,47.82611797762934,0.28488035234904396,21.004085415808273,2,64.49391110570895,19,5,92.08636417441126,0,Muy Alto,18.03957499563694
282,criptomonedas,Alemania,B2B2C,Seed,2014,45,2.652191303072863,11.453993551463139,4.31869056285359,73.29409028099766,-8.005038122856078,398,17.6,1628.7575617999482,599718,71.85021052168442,145.1684544424703,858.5189130207661,5.9139495306881145,42.47625659616552,2.9638759461920587,8.07136448857013,2,75.09867440708469,4,1,100,0,Muy Alto,17.972493823617697
15,Préstamos P2P,Estonia,B2B,Seed,2017,41,4.356701683511008,25.056860900631214,5.751337300753221,2.66642164134911,122.72781361094187,248,24.4,65.03467417924658,98595,63.78139087098303,100.52720809400269,444.74318147384935,4.424107561586425,28.416864684104592,4.466384053795729,24.384189097474987,3,57.64425666091413,2,7,59.57805343416327,1,Medio,50.044369655661285
195,PAGOS DIGITALES,Alemania,B2B2C,Serie B,2021,43,0.979180423054727,6.723496605911994,6.866453257855028,9.131282971341278,282.4794200658744,229,22.7,212.35541793816924,36312,75.17237914425938,44.608849006165606,86.59496571466451,1.9412060083122924,30.989948290177097,2.35973432168752,19.550437438388062,2,81.78582726178077,12,2,27.341486499302015,0,Alto,28.487543654628098
51,Pagos Digitales,Alemania,B2B,Serie D+,2018,37,10.053129998869053,93.31020517463432,9.28170681023039,10.964968959277073,242.92320190669648,200,10.9,296.35051241289386,108800,80.72957840647942,91.81226023061711,455.60557110106504,4.962360908626579,24.88138123488034,4.965293906032371,22.280560085148416,1,38.57907473866915,24,8,100,2,Bajo,71.98750922456384
69,BLOCKCHAIN,Países Bajos,Marketplace,Serie C,2019,40,15.07903467996982,132.66448854654445,8.797943062148988,2.5675374331444765,15.714099258276548,291,22.2,64.18843582861192,22414,60.04564622354426,78.84427842963215,282.5999709468293,3.584280008333735,21.13702422409508,2.5296828809121132,16.42722867006809,0,62.282061689336835,8,13,58.0225997238613,2,Medio,49.87783184275031
101,insurtech,Francia,B2B,Serie D+,2021,5,9.623101142442358,29.567362369418685,3.072539915330708,4.504188586469836,50.05801614176498,339,16.6,900.8377172939672,7451,NA,121.10940960455022,339.8804705759613,2.806391936726868,25.059354599648024,3.0159708406479204,12.977950025063043,2,50.590162482437954,15,2,68.12155147617375,0,Bajo,66.45506924483925
165,prestamos p2p,España,B2B,Seed,2023,120,21.46846631080807,196.4189532185445,9.14918422093615,0.41211039168516106,87.85555905491753,45,26.1,3.434253264043009,28245,69.57937429640538,90.70123920567991,210.3605668896338,2.3192689397837967,7.798983447439873,0.22241297398862203,22.324542843444213,0,64.34352638880937,10,7,80.575935206699,1,Alto,30.09729488287121
88,pagos digitales,Alemania,B2B2C,Serie A,2023,15,78.55301872299611,654.6441581445467,8.333787406096235,1.6938854780888464,37.85388091193975,381,6.9,112.92569853925643,7539327,NA,164.36612102552556,705.0245141432571,4.289354215725325,30.19064887021129,0.1,20.40816332763415,NA,58.892929322100194,10,5,79.90668573763527,2,Bajo,58.76280406024307
236,regtech,Alemania,B2C,Serie A,2015,8,9.663672374728234,79.85439363602077,8.263358952943236,1.1532662727807128,-0.31273807848852186,201,24.9,144.1582840975891,3807,85.07578549712242,51.57368574069231,117.75880727372001,2.283311839797534,21.723631191729908,0.1,11.787676759389093,1,77.969755000427,6,2,80.54430450455587,1,Medio,50.8051589038223
161,Pagos Digitales,Lituania,B2C,Seed,2016,398,3.7404947916259927,37.59547790429416,10.050937108229846,1.4333457642497398,210.41414737421036,287,10.7,3.6013712669591453,10871,74.18978108883022,144.603378691689,625.2381542594431,4.323814283707179,36.30198030162842,0.9704544454971831,16.42593612667814,1,62.61364491700917,10,5,24.991362067768165,1,Muy Alto,13.590150349773467
97,Gestión Patrimonial,Francia,B2B,Serie A,2022,220,45.90571029745537,450.0597048864296,9.80400263867341,NA,160.9712369372979,233,19.7,NA,5768,61.728409845881316,101.8470310941328,416.0940037815956,4.085479952744208,35.77419495290692,1.2050804142677092,17.270296715640736,2,66.76255759530883,1,3,54.51581473660304,1,Muy Alto,28.98447777144611
166,open banking,Francia,B2C,Seed,2019,5,3.760266152523345,21.62739350655804,5.751559232594445,1.3531971867896555,16.215041189356164,185,20.9,270.6394373579311,14925,67.85523478263872,71.8998240884275,141.19316483915958,1.9637484045233577,25.133576481137148,1.9748279367740393,17.34174479737474,0,51.44523005957444,13,4,54.53022598757514,0,Muy Bajo,80.4462099308148
281,BLOCKCHAIN,España,B2B2C,Seed,2015,47,213.52091256372512,34186.09205266581,160.10652840603143,20.559050468394222,111.48329583828581,232,20.8,437.4266057105154,325833,75.36866418887273,18.72564930534317,44.544492439040106,2.378795614116825,25.775527790766525,2.6657385629646386,14.750824339548693,2,55.67870588796784,13,10,67.32432032789227,0,Alto,32.067462210543454
188,Crowdfunding,Alemania,B2B,Serie D+,2023,76,12.390238001038735,81.1166009896302,6.546815402805805,NA,69.31555698300312,287,13.5,NA,14035,82.3236585374381,135.88983991662016,276.43747129213574,2.034276230377145,34.60753258354174,3.4818155293385535,20.896354750550984,0,88.42547661356497,3,1,100,0,Muy Alto,10.493495943956077
157,pagos digitales,Países Bajos,B2B,IPO,2018,40,1.7050714286944906,6.790000815318385,3.982238339725882,15.470452710373413,23.572836955781483,163,6.6,386.7613177593353,3981,59.14516453147715,87.73026223601549,196.17264603313023,2.236088677193038,24.368118993094086,1.5478116890133795,17.64857723717333,1,59.6367472385054,8,5,37.20430822197072,0,Muy Alto,21.710163266398013
233,PAGOS DIGITALES,Alemania,B2B,Serie A,2018,18,20.50679305216568,80.54585727855665,3.9277646716218446,1.3486109488014677,210.17547305792428,0,14.8,74.92283048897042,16305,66.99225456400956,10,34.99456255696714,3.499456255696714,33.24123521264857,0.1,32.92990302171209,1,66.68844217167825,28,4,37.93532553753451,2,Medio,53.00517878960818
204,pagos digitales,Países Bajos,Marketplace,Seed,2019,28,3.6935277104909816,37.27150666267289,10.091032092925161,0.28811941101405325,NA,450,27.7,10.289978964787617,3541,68.9399540068712,55.7605438215635,267.0436515623133,4.789114905637689,12.488580444686363,3.7954417985832025,17.27624565949735,1,36.2781421790972,185,4,79.79137139841043,0,Muy Alto,23.461149423383176
46,Gestión Patrimonial,Reino Unido,B2B,Serie A,2020,37,12.088719021982397,97.17347667182675,8.03836010210216,5.588464903326912,153.17528461944855,12,43.2,151.03959198180846,10709,80.50289582639597,72.53620541720574,373.9134171842724,5.154852187726647,43.80345645016539,2.9109211641877955,0,2,44.552464537411325,4,4,47.185497154283425,1,Muy Alto,22.600395963527262
110,Open Banking,Estonia,B2B2C,Seed,2020,13,0.9200517445038203,3.0639292841420347,3.330170615343377,0.48269698417168433,154.14871213895248,157,21.7,37.130537243975716,8746,63.21843361255913,83.68586829170259,370.6839035585718,4.42946833348833,26.567878894847965,2.857092922175279,6.9243671314020645,3,59.02005463234153,5,16,98.74424381732106,0,Alto,28.855917211622
231,criptomonedas,Reino Unido,Plataforma,Serie C,2014,11,21.9652098163705,75.02030823941259,3.4154150525573646,15.296963386763068,63.34381480608378,337,16.4,1390.633035160279,4536,92.08139026497902,189.79774708915886,1030.3169703643603,5.428499474655837,11.301794245622645,0.1,2.055982413655835,1,49.72923394264731,5,1,59.21547924616671,1,Muy Bajo,76.47582855075598
216,Open Banking,Irlanda,B2C,Serie A,2021,15,10.460365532925689,120.71907783706838,11.540617529768497,0.7963692096456304,92.98623260785948,261,20.9,53.091280643042026,150795,40,99.6847564807714,558.7844889792071,5.6055159154348075,32.48712406608262,1.3366065727317398,6.500722847999404,2,74.16846178507045,4,4,36.937755941382726,0,Bajo,73.25664580799639
112,Pagos Digitales,España,B2C,Serie B,2023,22,337.98996544248297,1446.4869530993985,4.279674253659323,NA,42.6074486693828,222,25.4,NA,115406,83.9076272989507,20.098620052079454,37.48669537613062,1.8651377696078268,6.7983596336669905,3.970196465762826,1.3034016262640584,3,89.07109008610172,5,1,80.32006903271024,1,Alto,40.94222472049296
171,PRÉSTAMOS P2P,Alemania,B2C,Seed,2017,195,10.265318336627901,90.12333864280606,8.77940027648583,2.5845832795191925,18.77920642417721,301,10,13.254273228303552,273582,70.35736556016825,116.6863743627182,448.0870740910739,3.8400976681150496,40.04440605345279,1.1691858915403666,23.07242880745988,1,100,8,1,100,0,Bajo,66.82345508597791
299,PRÉSTAMOS P2P,Países Bajos,B2C,Seed,2019,77,43.78856039842283,216.46951096211657,4.943517416249961,0.4163225807799078,78.10928389000905,385,23.2,5.406786763375426,163655,47.77912406017873,161.41214421062017,NA,NA,16.848768052691547,2.126543292412626,13.741506672648768,0,35.88067842609948,30,1,90.41270412827151,1,Medio,54.78412238880992
328,Open Banking,Reino Unido,B2B,Seed,2020,10,59.52860617364795,702.9475869391924,11.80856788228266,9.859784219088418,147.46905252598756,547,1,985.9784219088418,862553,75.02676919945242,41.44334057362329,167.9816075967742,4.0532834774348885,25.248640790604323,3.3540349584003324,3.1081643284429177,1,66.18250848347303,6,7,85.51997743161523,0,Alto,35.490947091020644
307,Pagos Digitales,Suecia,B2B2C,Serie A,2018,20,171.39616599440643,1231.9486066030836,7.187725579831748,23.51529182368048,96.97394702969359,143,7.4,1175.764591184024,10415,91.00817366586493,142.21050513931502,841.9623362596724,5.920535444514826,5.3771390525552505,3.813138642421825,20.899934711243574,3,61.44864103546563,8,8,69.87730896495387,0,Muy Alto,18.444706718437374
147,PAGOS DIGITALES,Reino Unido,B2B2C,IPO,2016,50,99.40472737916252,1065.9667584304132,10.723501653643325,4.879614717291676,98.68364019446847,442,23.8,97.59229434583352,32753,54.820025276173396,158.77485930902046,261.7998396310062,1.6488746440736577,17.292582933542512,1.838430280617441,19.578535761261602,2,51.692940654328616,10,2,100,1,Alto,28.758309008553624
194,prestamos p2p,Francia,B2B2C,Serie B,2020,109,0.3984029076234566,1.9821999033903268,4.975365052465349,0.7281841477296982,92.18951530889055,422,27.2,6.680588511281635,7000,67.92732658921214,143.76644503083128,613.317475506989,4.266068312223069,15.61712938807598,2.6802074207435544,19.02367553170019,3,57.06711075109919,6,3,60.41453176497084,0,Bajo,60.3495191084221
167,Pagos Digitales,España,B2C,Serie A,2014,20,11.346045292799865,103.58047464355944,9.12921392172575,0.07214939616365182,89.85289385269002,119,16.9,3.6074698081825907,19760,72.9249715870885,89.42679288199294,451.6754771827082,5.050784699153155,30.411725539088607,1.638315878341762,13.028898692136776,2,56.969070472687136,6,3,71.96226055490317,0,Bajo,58.81266381125897
116,Pagos Digitales,Francia,B2C,Serie A,2016,179,0.7103699702834495,3.419936431369406,4.814303214428946,6.481311379295527,82.29545255393461,0,12,36.20844345975155,43859,76.0666588618306,34.48593370769849,176.37297397011372,5.114345328882337,8.636492911256653,NA,11.976464976637034,1,63.87779523407479,4,14,65.92673946529486,1,Medio,49.7515507042408
65,Pagos Digitales,Suecia,B2B,Serie A,2015,39,97.21633598502751,1025.244859178131,10.546014193911105,NA,43.84564027102777,218,33.7,NA,14803,64.145274454062,117.18402615092393,407.4302038055339,3.4768408049130812,40.65133055914543,2.7051433491451173,4.907224083280829,1,74.09214150868512,25,3,62.691785622289245,0,Medio,43.643280868418515
22,Gestión Patrimonial,Alemania,B2B2C,Seed,2023,85,41.38563805348599,424.881280701866,10.266394350444898,2.4607121772726743,132.64781171115257,204,12,28.949555026737343,18536,78.42291808672532,158.2752687630698,511.56051310816724,3.232093788916245,24.645765000306252,2.343743153709114,18.08163689022522,2,64.92279471937239,5,2,46.82881715352271,0,Alto,26.344793220050633
93,blockchain,Alemania,B2B,Seed,2016,102,95.66905003697504,344.1342253231907,3.5971322511322796,20.143328100231777,-18.19441447881158,379,9.7,197.48360882580175,784845,80.4421993496878,56.24371808552995,218.01261356782754,3.8762126863002777,23.291329743260462,0.3742199191766109,15.721862226229625,1,59.151757677025024,2,4,65.04140708074267,1,Medio,59.98055653646588
156,Blockchain,Estonia,Marketplace,Serie C,2023,8,21.103576683834735,78.83730869954289,3.7357320932205766,3.546654860013226,20.581746632428263,402,28.6,443.33185750165325,537392,88.42939468503359,117.02571015864984,392.8308171421963,3.3567907138494775,32.54841089512037,3.55555310598079,13.084796514075146,1,64.1075212913422,21,13,67.56052728765277,0,Alto,44.627053369767964
162,blockchain,Suecia,B2C,Serie A,2019,54,12.085254412796662,57.35542156555851,4.745901046553627,10.214613116008424,109.74100750225597,352,26.5,189.15950214830414,14006,88.49082706241177,10,25.33684630994685,2.533684630994685,32.946308882939434,2.740167324635287,11.14982445520794,1,67.65137923671621,2,11,39.57662389635694,0,Medio,59.25068063661456
339,Gestión Patrimonial,Francia,B2B2C,Serie A,2022,8,1.4939000759478855,10.411452587109473,6.969309898791835,13.983496941166988,155.12495176316807,387,19.2,1747.9371176458735,1391,83.89539902176138,54.648576012720184,131.64968060592196,2.409023074549623,17.19961833015338,3.763434857688936,16.35192771405484,2,70.51966999039176,8,2,76.46720245253891,1,Alto,38.29401839058846
19,gestion patrimonial,Reino Unido,B2C,Serie B,2021,52,10.371641480907574,34.0386516843274,3.2818962887395173,3.0217007876386823,91.4270024635501,196,20,58.109630531513126,3387,51.412579220152224,49.12044114864804,293.53536797992825,5.975829229457304,9.478983460485384,0.982144017637379,22.858125638081486,1,63.42221883103432,5,3,87.89878379658683,1,Medio,42.7820223942399
74,Préstamos P2P,Suecia,B2C,Seed,2023,100,17.057542908434197,160.30192225817765,9.397714730584994,0.8148150278469289,NA,324,18.6,8.14815027846929,377170,NA,126.30740004887929,NA,NA,25.228267584132787,0.8664536875669817,30.665516566382024,0,56.61511921405155,15,3,56.38476201301209,1,Alto,25.558362770825624
285,Criptomonedas,Reino Unido,B2B,Seed,2018,61,6.243093307051142,62.07982566704263,9.94376066699624,3.8499598890766333,35.20124250623641,290,17.5,63.11409654223989,5275168,74.96963454422226,69.48531482733878,184.10677598210364,2.6495782085694373,35.42125065402658,0.1,37.17344177463724,3,38.15043699788573,5,1,50.16704188365561,1,Muy Alto,14.188980157487094
130,InsurTech,Francia,B2B,Serie A,2020,64,168.05191410942285,859.3004306581179,5.113303440855816,172.84136132574528,-38.295899765794616,267,10.8,2700.6462707147703,35024,85.67124400672832,133.71197015966442,222.31606571499685,1.662648941972293,32.91271950487951,0.1,16.054648128486214,0,66.67699396960376,20,7,83.15113161060127,2,Muy Alto,20.461328658275306
153,BLOCKCHAIN,Países Bajos,B2C,Serie A,2020,19,232.08754113491045,1319.345213947457,5.684687801403925,5.576757393013092,91.8369414787964,63,18.8,293.5135470006891,9843,NA,64.39404867259499,119.52692700389639,1.856179716414772,25.792567339250407,1.021922400818809,11.853278303390436,1,76.92366263262674,7,5,62.72230143744353,0,Alto,43.04389672353864
85,BLOCKCHAIN,España,B2B,Serie D+,2020,73,14.179693645403985,100.22491631423527,7.0682004012633115,0.21825156810761517,137.88237365000796,304,20.3,2.9897475083234957,173890,78.8684687757963,148.62673744307787,362.8043186750277,2.4410434146411717,20.07081991524744,NA,26.607650811075306,1,71.34162530359815,6,3,66.48326620464412,1,Medio,59.16830685455352
203,Blockchain,España,B2B,Serie A,2021,5,24.999096633054577,249.77331219489622,9.991293519968167,7.52306126178634,NA,118,7.7,1504.612252357268,48573,56.77576126227985,50.60869004923735,284.75235361442145,5.626550565473735,43.58272353261786,3.6678416875638846,14.410868950040998,1,70.2901799550097,7,16,67.78027566399015,2,Alto,32.49462218489498
218,pagos digitales,Francia,B2C,Serie A,2021,137,7.293976536706626,71.99643631288633,9.870670127682388,0.11868925015824802,49.43116279140469,255,19.1,0.8663448916660439,1881,46.59192325702353,113.37270996438384,NA,NA,45.10018700971222,2.840704751529263,26.263519030910246,1,83.32277375942044,21,1,85.85515054489866,1,Muy Bajo,81.60633613821119
62,gestion patrimonial,Reino Unido,B2B,Serie A,2022,56,65.78457088714424,578.3389406219586,8.791407055221498,28.57172756835864,NA,475,15.2,510.2094208635471,13675,81.48266940428441,74.42425211057565,242.68037042990065,3.2607700251974165,36.93918809600835,2.9078607309244067,17.276571384187,2,17.170314920369258,14,3,78.06975801943956,3,Medio,48.66188588086516
249,INSURTECH,Estonia,B2C,Serie A,2015,19,57.77256607753281,458.09235965942537,7.929236846510321,29.263811159767158,4.304452448006387,138,14.5,1540.2005873561664,29570,68.7299401267296,22.321936046126048,NA,NA,42.40543880284282,0.1,23.17979251392081,5,40.674327008796105,21,7,100,0,Muy Alto,19.399743336252868
121,InsurTech,Reino Unido,B2B,Serie A,2023,31,2.043520682235428,13.235510312360175,6.4768174001947045,10.275215331861228,61.753256318376856,232,25.6,331.45855909229766,52099,83.34641135802332,49.44883406892244,222.24649818127978,4.494473982369527,21.73754646172034,2.42737984572826,6.6773740603080345,2,81.55735071227834,8,9,88.60913337436845,1,Medio,46.89853667281568
141,Préstamos P2P,Alemania,B2B2C,Serie C,2018,49,5.744571343509479,68.40068938481622,11.907013647258283,1.5212942036542332,19.19782470993649,50,10.6,31.046820482739452,541,74.98294090963645,134.93160901812607,647.0004775824178,4.795025289407931,40.24551612511946,0.7565819278569594,2.6474364997134714,3,56.24890569182444,6,3,34.399756405586835,1,Bajo,62.119272225536406
158,PAGOS DIGITALES,Alemania,B2B2C,Serie B,2017,115,1.9339968683293722,10.767301245225205,5.567382978508249,0.3172445158881577,6.642622846207502,403,32,2.7586479642448496,17673,91.51065606108686,10,47.33857485582121,4.733857485582121,17.704120080453258,3.8038135605711783,20.386873033255174,2,77.97813804846383,7,10,49.13980498710513,0,Medio,41.61288511008024
63,regtech,Reino Unido,B2B,Serie B,2023,15,45.48045763093643,485.57309007435106,10.676521639572456,0.4655498848757476,-3.002589756921509,173,14.7,31.03665899171651,376565,61.64455711034587,149.86009159696127,428.8909678982347,2.8619425180368125,19.93725743771748,2.6928453662553755,18.588708635735642,1,70.76215264424478,5,11,96.11935370550306,0,Bajo,70.61587071977556
22,Gestión Patrimonial,Alemania,B2B2C,Seed,2023,85,41.38563805348599,8497.625614037319,205.32788700889796,2.4607121772726743,132.64781171115257,204,12,28.949555026737343,18536,78.42291808672532,158.2752687630698,511.56051310816724,3.232093788916245,24.645765000306252,2.343743153709114,18.08163689022522,2,64.92279471937239,5,2,46.82881715352271,0,Alto,26.344793220050633
50,prestamos p2p,Francia,B2C,Serie A,2014,37,33.51910934659954,185.6192263492251,5.537713560042903,0.6641321422900203,54.16518117790858,348,23.2,17.949517359189738,91913,62.61578093103972,53.87711310473931,167.8592856092932,3.1155953973066057,19.58694818765064,1.7254821453798472,6.003801067377653,2,62.324288740520984,2,5,76.69043506388932,1,Bajo,65.91376893222332
241,BLOCKCHAIN,Países Bajos,Marketplace,Serie A,2015,190,7.624249222590116,26.517198783245295,3.4780078679323196,7.4663758363066375,59.18832737876592,571,16.4,39.29671492792967,26644,85.27527164797333,66.31599816802927,291.38487046924956,4.393885012948886,14.145020518227888,1.6447105477015955,0,3,49.67254687060577,10,1,70.83737237058021,0,Alto,29.848433891311288
325,Préstamos P2P,Francia,B2B,Serie A,2023,26,6.530112709271181,34.644457574143296,5.305338378762826,4.069388027570534,133.67427063182754,183,5.1,156.51492413732825,232801,59.62155618171298,196.13208382065233,602.5361559582465,3.072093786089681,45.83224517762268,0.9111010957045964,3.922971332282513,0,78.94249002447941,18,3,80.7161391969475,1,Bajo,62.129930974915624
125,insurtech,Países Bajos,B2B,Serie A,2021,15,1.2775329875388513,11.127951815276658,8.710500569315627,51.49126715358741,159.16677944591012,56,18.3,3432.751143572494,7718,100,141.58240606621155,366.977755351103,2.5919728697044775,26.518695355043484,0.1,12.059642384984398,3,71.79694065415944,26,12,77.11112237970876,2,Medio,48.75351319555193
185,Crowdfunding,Francia,B2B,Serie D+,2019,67,1.6132500234119114,17.072525429753103,10.5826903344132,0.15109935288684564,40.63687149671415,318,23.5,2.255214222191726,118420,79.50150403826022,81.47018612896204,484.09625982282614,5.942005079705268,35.90824956697843,1.2964326607254972,9.469469686358604,0,60.192704222622595,4,1,78.8494977717903,0,Alto,27.310041338205338
290,BLOCKCHAIN,Países Bajos,B2B,Serie A,2023,72,2.2536982286901326,19.431012509971143,8.62183422013186,2.2108789636259445,34.14696782420141,191,12.7,30.70665227258256,9255,91.81284212416205,71.86849071984963,132.64234159736617,1.8456258127698677,40.64299135411033,2.083562920746082,29.81972122082727,5,44.876530400949136,13,6,78.7587622745587,1,Alto,41.205984484404325
38,pagos digitales,Alemania,B2B,Seed,2020,45,4.100797107549184,38.92784641629129,9.492751139681786,8.260621547464572,70.58945271851294,230,12.4,183.56936772143493,3660,NA,131.99369936656223,705.2831210949212,5.343308994895779,32.69958412510296,NA,22.959032520582795,3,65.4893922774784,10,9,86.09252383091135,0,Alto,41.64396869018674
273,Pagos Digitales,Reino Unido,B2C,Seed,2022,106,20.10337681968764,167.45389145150574,8.329639988020062,4.437800397430274,186.89906020981607,144,11.2,41.86604148519126,1620,73.28459798455387,187.45110786010878,520.5290370897037,2.776878958102316,0,2.949707082596253,28.71062200118725,2,53.91292911393595,9,2,38.802468515585645,0,Medio,48.44542485661805
15,Préstamos P2P,Estonia,B2B,Seed,2017,41,4.356701683511008,25.056860900631214,5.751337300753221,2.66642164134911,122.72781361094187,248,24.4,65.03467417924658,98595,63.78139087098303,100.52720809400269,444.74318147384935,4.424107561586425,28.416864684104592,4.466384053795729,24.384189097474987,3,57.64425666091413,2,7,59.57805343416327,1,Medio,50.044369655661285
113,InsurTech,Reino Unido,B2B,Seed,2020,5,57.37861372867775,260.4234477086195,4.538684899918735,4.965272108349393,118.78276341985784,238,8.7,993.0544216698787,1472786,81.94339334651588,115.91218650281681,410.5562794398357,3.541959580150433,16.182669115432937,0.4825361976546736,13.554092097202133,0,88.59377435613206,3,1,80.89597715306569,0,Alto,35.143061443232
271,Open Banking,Suecia,B2B2C,Seed,2015,78,19.363772847596756,218.49039323300923,11.283461903454736,1.1265704090851456,125.63080155037846,292,13.1,14.443210372886483,2627727,79.79411629666258,200.10873612581508,488.02715424611534,2.4388098375638947,38.007993593024054,3.3397984152690547,12.394810193584725,3,65.48459807552966,30,1,58.22623336132028,2,Medio,59.747698907740414
287,InsurTech,Reino Unido,B2B,Serie B,2018,44,50.269147287577475,200.84092868328906,3.995312025770545,17.38474159785071,83.42182766809208,292,15,395.1077635875161,334674,80.50277966390063,16.347635342542432,60.48266093371013,3.699780406546779,29.267908286705293,1.0703345232849106,0,4,86.31239574006062,4,18,66.36938963013809,0,Muy Bajo,70.77304249629378
267,Pagos Digitales,Reino Unido,B2B2C,Serie A,2018,20,2.2367942763028537,26.37773548302982,11.792651547119021,44.01698657941135,59.35288593151529,476,23.1,2200.8493289705675,16459,81.74322986976611,91.59531611611268,476.17057716307664,5.198634573840536,10.74952376502199,4.074311633464862,17.041013919231847,1,69.30516617936077,11,1,94.35758384961139,1,Alto,26.966155068948865
